headline,field,region,year,sentiment
Fuzhou Special: Fuzhou set to build a 21st Century Maritime Silk Road hub,Aquaculture,China,2014,0
'Blue Revolution' to Revitalise India's Fisheries Sector,Aquaculture,India,2014,0
Washington: Assistant Professor of Risk Communication,Aquaculture,United States,2014,0
You may have heard of a group of fast food restaurants,Aquaculture,Australia,2014,0
Halloween gives me the creeps,Aquaculture,Australia,2014,0
Fish farmers not keen on waste collection services,Aquaculture,Singapore,2014,-1
Rising tide,Aquaculture,Thailand,2014,-1
"Rising tide of litter on S'pore's shorelines; One group nets 14,400kg worth so far this year",Aquaculture,Singapore,2014,-1
Hot spell takes a toll on coastal fish farms,Aquaculture,Singapore,2014,-1
Wainui: A marvellous spot for spat,Aquaculture,New Zealand,2014,1
Students ride wave of support,Aquaculture,Australia,2014,1
SA's past prudence will drive economic renewal,Aquaculture,South Africa,2014,1
"Beverage, food firms boost sales, partnership",Aquaculture,Philippines,2014,1
List of Fisheries for 2015,Aquaculture,United States,2014,0
EC looks to lead 'blue economy',Aquaculture,South Africa,2014,1
Coega plan for aquafarming,Aquaculture,South Africa,2014,1
Pimp My Cause matches marketing pros with causes that need their help,Aquaculture,United States,2014,0
CBD on the world stage,Aquaculture,Australia,2014,0
"MONTARA'S FORGOTTEN VICTIMS""""",Aquaculture,Australia,2014,-1
"Croc, beer, hat and prawn Queen Mary",Aquaculture,Australia,2014,0
State schedules second meeting about controversial Bagaduce aquaculture,Aquaculture,United States,2014,-1
A really |good oil |and gas find means jobs,Aquaculture,South Africa,2014,1
Confident that SA can beat global downturn,Aquaculture,South Africa,2014,1
Focusing on marine economy,Aquaculture,South Africa,2014,1
Mississippi: Presley: Agricultural Utility Sales Tax Exemption,Aquaculture,United States,2014,0
Plastic Waste Can Cause N2 Trillion Financial Damage Annually - Unep,Aquaculture,Kenya,2014,-1
"Water babies; S.E.A. Aquarium at Resorts World Sentosa has bred more than 2,000 marine creatures, including sharks",Aquaculture,Singapore,2014,0
Finding fun in northern delights,Aquaculture,Australia,2014,1
OAM awarded for service to prawn industry,Aquaculture,Australia,2014,1
"Turning the tide of our ocean economy could net us (EURO)6.5bn; In a time of world recession, few products can boast the market growth that farmed salmon is experiencing, writes expert Jan Feenstra",Aquaculture,Ireland,2014,1
China sets up 10 bln yuan fund to support development of maritime Silk Road,Aquaculture,China,2014,1
Farmers still reeling from losses after fish deaths,Aquaculture,Singapore,2014,-1
Fund to boost China's maritime Silk Road development,Aquaculture,China,2014,1
Poor Sanitation Causes Animal Infertility [column],Aquaculture,Namibia,2014,-1
Seafood canner takes in strategic investor,Aquaculture,South America,2014,0
No 'shellshock' as prawns weather Ita,Aquaculture,Australia,2014,0
Welcome to the world's largest garbage dump,Aquaculture,China,2014,-1
Eyes wide open tour,Aquaculture,Australia,2014,0
Improving feed sustainability for marine aquaculture in Vietnam and Australia,Aquaculture,Australia,2014,1
Decline in seafood export,Aquaculture,United Arab Emirates,2014,-1
Marine Harvest sells Scottish assets to Cook Acquaculture,Aquaculture,Scotland,2014,0
Prawn star hits gold,Aquaculture,Australia,2014,1
"Burtynsky's big ideas translate into big pictures; A Terrible Beauty, on display at VAG, captures humanity's impact on the Earth through the lens of aerial photographs",Aquaculture,Canada,2014,-1
Best Free Reference,Aquaculture,United States,2014,0
Cheaper sensor to check water quality; Device being developed in S'pore can help local fish farmers,Aquaculture,Singapore,2014,0
Fish deaths a double whammy; Losses add to woes for farmer facing competition from Malaysia,Aquaculture,Singapore,2014,-1
160 tonnes of dead fish found in farms along Johor Straits,Aquaculture,Singapore,2014,-1
Fish producer waits for health certificate to export,Aquaculture,South Africa,2014,0
Many things unchanged on quiet St John's; Allure of hilly island continues to reel in a steady stream of nature lovers,Aquaculture,Singapore,2014,0
Shots in the dark; prawns,Aquaculture,Australia,2014,0
GAFRD: Egypt does not produce healthy fish,Aquaculture,Egypt,2014,-1
Traders: Better prospects in second half of year,Aquaculture,Philippines,2014,1
Marine insurance firms announce merger plans,Aquaculture,United Kingdom,2013,0
ICMIF: Member News: Proposed Merger for Sunderland Marine,Aquaculture,India,2013,0
Merger deal would create one of world's largest marine insurance operations,Aquaculture,Canada,2013,0
List of Fisheries for 2014,Aquaculture,United States,2013,0
A journey of history and treats,Aquaculture,Canada,2013,0
EU and Ministry of International Cooperation sign agreement,Aquaculture,Egypt,2013,0
Festive celebrations mean the end of the year looms,Aquaculture,Australia,2013,0
Tull star says: I'm not too old to rock'n'roll,Aquaculture,United Kingdom,2013,0
Guests spin good yarns,Aquaculture,Canada,2013,0
"Next trip, try the prawns",Aquaculture,Australia,2013,1
Namibians Must Build Partnerships With Chinese,Aquaculture,Namibia,2013,0
Look back in time to wrap up busy year,Aquaculture,Australia,2013,0
THANKS TO TANKS,Aquaculture,South Africa,2013,1
People's Government of Jilin Province: Sino Russian Economic and Trade Cooperation Project Matchmaking Was Held,Aquaculture,China,2013,0
"Europe, Asia recovery to boost export growth",Aquaculture,Philippines,2013,1
Researchers mastering the challenge of our warming oceans,Aquaculture,Australia,2013,1
Dalian Municipal Government: First Wind Index Marine Aquaculture Insurance Initiated,Aquaculture,China,2013,1
"US Patent granted to Bradley Innovation Group, LLC (Indiana) on August 13 titled as Process and system for growing crustaceans and other fish""""",Aquaculture,United States,2013,1
Fish studies expand; Research boost a win for marine life,Aquaculture,Australia,2013,1
Dive and fishing business will have you hooked,Aquaculture,New Zealand,2013,1
Seals of disapproval,Aquaculture,Australia,2013,-1
Oceans of praise for excellence,Aquaculture,Australia,2013,1
MTI awards $1.6 million to 27 innovative Maine companies,Aquaculture,United States,2013,1
Winemaker banks on a new vintage; DRINKS,Aquaculture,Australia,2013,0
Top prawn shows its breeding,Aquaculture,Australia,2013,1
Oceanpick to donate safety gear to Trinco fishermen,Aquaculture,Sri Lanka,2013,0
The secret power of seaweed; How award-winning research into an old wives' tale is helping psoriasis and eczema sufferers. By Stephanie Bell,Aquaculture,Ireland,2013,1
Trio of awards for MHS,Aquaculture,Scotland,2013,1
Shellfish chief recognised,Aquaculture,Scotland,2013,1
College of Fisheries project team develops solar-biomass hybrid dryer,Aquaculture,India,2013,0
Bid to breed 'iconic' NZ seahorses,Aquaculture,New Zealand,2013,0
DEAKIN University's new Professor of Marine Science,Aquaculture,Australia,2013,0
Finalists vie for awards after record entries received,Aquaculture,Scotland,2013,0
"Cooke Aquaculture to pay $490,000 after illegal pesticides kill lobsters in Canada",Aquaculture,United States,2013,-1
RAJIV GANDHI CENTRE FOR AQUACULTURE PRODUCES SPECIFIC PATHOGEN FREE L. VANNAMEI BROODSTOCK FOR 1ST TIME IN INDIA,Aquaculture,India,2013,1
NARA to develop aquaculture,Aquaculture,Sri Lanka,2013,1
DEAKIN University is hoping to develop stronger relationships,Aquaculture,Australia,2013,0
"We do like to adapt beside the seaside; COMMERCIAL REPORT: MORISONS LLP City legal team goes rural with success, finds Rick Wilson",Aquaculture,United Kingdom,2013,0
Prawn lunch draws big crowd,Aquaculture,Australia,2013,1
Haulier clinches fish feed contract,Aquaculture,Scotland,2013,0
Deadline for Scottish awards,Aquaculture,Scotland,2013,0
City 'summit' eyes waterfront growth,Aquaculture,United States,2013,0
Seal scarer device' backed by MSPs,Aquaculture,Scotland,2013,1
Pakistan: Banned nets cause severe harm to marine fisheries,Aquaculture,Pakistan,2013,-1
Shellfishermen trying to cope with sea ducks,Aquaculture,United States,2012,0
Concerns over size of proposed new salmon farm in Galway Bay,Aquaculture,Ireland,2012,-1
This Atlantic salt has a sweet future,Aquaculture,Ireland,2012,1
Sustainability at the top level,Aquaculture,Australia,2012,1
Marine worker to set sail for US study,Aquaculture,United Kingdom,2012,0
Salmon report shows the effect of politics dictating policy,Aquaculture,Canada,2012,0
A vision takes root at sculpture garden,Aquaculture,United States,2012,0
FORMER Governor-General Michael Jeffery (pictured) has be,Aquaculture,Australia,2012,0
Herbst congratulated,Aquaculture,Australia,2012,0
Fish waste study on chemicals,Aquaculture,United Kingdom,2012,-1
Sea bird guides research vessel,Aquaculture,Australia,2012,0
UniÃ+s growth spurt,Aquaculture,Australia,2012,0
"New Mexico, agricultural history to be celebrated at NMSU's Leyendecker science center",Aquaculture,United States,2012,0
Seatrout Population Enhancement Cooperative releasing thousands of seatrout fingerlings in St. Louis Bay,Aquaculture,United States,2012,1
The Central People's Government of the People's Republic of China: More Relief Funding as Tropical Storm Nears,Aquaculture,China,2012,0
Marine course popular,Aquaculture,Australia,2012,0
Selling the prawn farm,Aquaculture,Australia,2012,0
Indonesia - Namibia - Growing Together [opinion],Aquaculture,Australia,2012,0
Marine park gets ready for opening; Oceanarium's construction complete; animals arriving here daily from overseas,Aquaculture,Singapore,2012,0
Butterworth's ANC stalwart fought for the poor,Aquaculture,South Africa,2012,0
Students get their hands wet,Aquaculture,Australia,2012,0
NARA sets action plan to develop fish industry,Aquaculture,Sri Lanka,2012,1
Fisheries Could Stimulate Economy,Aquaculture,Namibia,2012,1
Land distribution target bared for E. Visayas,Aquaculture,Philippines,2012,0
Fish farming claims are disputed by IFA,Aquaculture,Ireland,2012,-1
Kalimbeza Fish Farm Thriving,Aquaculture,Namibia,2012,1
Years of volunteering not unnoticed,Aquaculture,United States,2012,0
Alternative energy project under way,Aquaculture,United States,2012,0
Mariculture is not easy,Aquaculture,Australia,2012,-1
Factory and land,Aquaculture,Australia,2012,0
Prawn farmer at last prepared to enjoy a very happy Christmas,Aquaculture,Australia,2012,1
New report on mariculture urges cautious approach,Aquaculture,Australia,2012,-1
NETWORKING PRAWN LUNCH,Aquaculture,Australia,2012,0
Bill could add £20m to costs,Aquaculture,Scotland,2012,0
Local lobbyists swimming against political tide,Aquaculture,Ireland,2012,-1
"Fusion Marine Awarded £500,000 for Tilapia Farming",Aquaculture,Zambia,2012,1
Prawns hook big catch,Aquaculture,Australia,2012,1
Researchers learn from our local industries,Aquaculture,Australia,2012,0
COMMON FISHERIES POLICY : COMMISSION SPELLS OUT SOCIAL DIMENSION OF CFP REFORM,Aquaculture,United Kingdom,2012,0
Walvis Bay Is Mariculture Oyster,Aquaculture,Namibia,2012,0
Scientists to showcase new subsea sensor system,Aquaculture,Scotland,2012,0
Tilapia King of Hardap Eco Fishing Farm,Aquaculture,Namibia,2012,1
Quick bites,Aquaculture,Australia,2012,0
people true north North Queensland characters: Nell Braley Spicing up island markets,Aquaculture,Australia,2012,0
"Denmark: Innovative Multi-purpose off-shore platforms: planning, Design and operation (MERMAID)",Aquaculture,Denmark,2012,1
Rising development increases environmental woes,Aquaculture,Middle East,2012,-1
"Prawns galore, with one catch",Aquaculture,Australia,2011,0
'Green tape' delays prawn industry growth,Aquaculture,Australia,2011,-1
Norway: Innovative Rearing and Stunning of Farmed Turbot and Sole to Meet Future Challenges Regarding Quality of Production and Animal Welfare (MAXIMUS),Aquaculture,United Kingdom,2011,0
POUNDS 10K FINE TO PROTECT FISH,Aquaculture,United Kingdom,2011,-1
Fine for flouting fish rules may rise,Aquaculture,Scotland,2011,-1
"Anglers and fish farmers may face £10,000 fines under new legislation",Aquaculture,United Kingdom,2011,-1
"Fisheries, a dynamic export",Aquaculture,Sri Lanka,2011,0
SEAFOOD farmers and scientists are battling,Aquaculture,Australia,2011,-1
SA's bold energy future,Aquaculture,South Africa,2011,0
Coral farmer to teach Unity College students how to grow delicate saltwater organism,Aquaculture,United States,2011,1
"Plan hatched, but fish and shrimps didn't",Aquaculture,Pakistan,2011,-1
"Fish farmers unite to be heard; Group of 38 banking on numbers to bring down costs, raise industry issues to govt",Aquaculture,Singapore,2011,1
Fish farm co-op under probe; Registry of Cooperative Societies acting on feedback about the way co-op operates,Aquaculture,Singapore,2011,-1
Award-winning fish farm in pollution row,Aquaculture,Scotland,2011,-1
Malaysia has potential to be global leader in arowana production,Aquaculture,Malaysia,2011,1
Fish farm co-op fails to reel in big numbers; Original target did not factor in infrastructure and manpower issues,Aquaculture,Singapore,2011,-1
Brazil: Southern oceans education and development,Aquaculture,Mozambique,2011,0
Deakin's $5m boost,Aquaculture,Australia,2011,1
Vision for 2000 full-time uni students on campus,Aquaculture,Australia,2011,0
Deakin University will invest $5 million,Aquaculture,Australia,2011,1
Week Ahead,Aquaculture,United States,2011,0
Thank your public-sector unions,Aquaculture,Canada,2011,0
Industry worth $300m,Aquaculture,Australia,2011,0
Biofouling reduction in marine aquaculture,Aquaculture,United Kingdom,2011,1
The Blue Revolution - a two part popular science tv-documentary on marine aquaculture,Aquaculture,Norway,2011,1
"Due South; When you are short of time but want a beach vacation, look no farther than the Southern Islands of Singapore, a quick boat ride away",Aquaculture,Singapore,2011,0
"Funding boost for fish fry, rice research; Projects to develop bigger fish, superior rice are among three to get total of up to $30m",Aquaculture,Singapore,2011,1
New England in Brief,Aquaculture,United States,2011,0
Network for the development of phage therapy in aquaculture,Aquaculture,Greece,2011,1
"Virus that struck Chilean fish farming tied to salmon eggs from Norway; More than $2 billion lost and 26,000 workers laid off after 2007 outbreak",Aquaculture,Chile,2011,-1
"Thai traders, SMEDA discuss joint ventures in SMEs",Aquaculture,Pakistan,2011,0
"Pakistan: Thai traders, SMEDA discuss joint ventures in SMEs",Aquaculture,Pakistan,2011,0
Firms fined after catalogue of errors led to deaths,Aquaculture,Scotland,2011,-1
Anglers reel in free bumper catch; Sea bass that escaped from govt fish farm likely ended up on dinner tables,Aquaculture,Singapore,2011,1
Indonesian students' aquatic adventure,Aquaculture,Australia,2011,0
Indonesian students pay a visit,Aquaculture,Australia,2011,0
Brazil: Southern oceans education and development Project,Aquaculture,Brazil,2011,0
Coega earmarked for finfish venture,Aquaculture,South Africa,2011,1
Brazil: Southern oceans education and development,Aquaculture,Mozambique,2011,0
'Marine aquaculture vital for Oman',Aquaculture,Oman,2011,1
Finalists for Crown honours revealed,Aquaculture,Scotland,2011,0
Aquarium fish becoming a problem in Atlantic waters,Aquaculture,United States,2011,-1
Prawns glorious prawns,Aquaculture,Australia,2011,1
TUCKING INTO PRAWN FEST,Aquaculture,Australia,2011,0
Breakthrough in tuna farming,Aquaculture,Australia,2011,1
First fish in sea for tuna breeder,Aquaculture,Australia,2011,1
Book early for annual prawn lunch,Aquaculture,Australia,2011,0
Fish farms aim to net huge harvest; Co-op will help them get consistent supplies of fish fry and feed,Aquaculture,Singapore,2011,1
A promising partnership of plants and pompano,Aquaculture,United States,2011,0
"Emergency watch system - now at sea; Initiative launched by 18 fish farmers aims to provide quick, efficient help",Aquaculture,Singapore,2011,1
Africa fish-farm success,Aquaculture,Africa,2011,1
